order_id,order_date,product_type,customer_id,production_shot,velocity_avg,cylinder_pressure,cycle_time,casting_pressure,melting_temp,factory_temp,factory_humidity,defect_count,quality_score,demand_quantity,has_price_discount,discount_percentage,has_marketing_campaign,marketing_intensity,seasonal_factor,gdp_growth_rate,competitor_price_index,inventory_level,lead_time_days,day_of_week,month,quarter,is_holiday,weather_impact,supply_chain_disruption
21,2023-01-03,3,CUST_098,297,0.226,273,30.159489233078276,656,727.876247404722,30.043000004135507,55.134244684515316,2,92,655,0,0,0,0,0.95,1.92,95.61,130,6,2,1,1,0,0.78,0
22,2023-01-03,2,CUST_052,158,0.285,213,31.18698066261978,960,730.0713977492421,30.282588673747497,47.59516468938314,1,100,534,0,0,0,0,0.95,1.8,103.03,187,8,2,1,1,1,-0.87,0
23,2023-01-03,2,CUST_053,107,0.256,218,17.85924666209194,985,701.1045016660714,25.649930673240334,62.9642772773784,4,81,490,1,17,0,0,0.95,1.67,97.31,238,7,2,1,1,0,-0.45,0
24,2023-01-03,3,CUST_056,487,0.225,274,37.47048251269027,688,744.6763308813275,30.397246070235433,67.4264423539874,0,70,627,0,0,0,0,0.95,2.9,99.99,113,5,2,1,1,0,0.3,0
25,2023-01-03,3,CUST_034,454,0.278,237,35.610065568810846,1075,725.9544240338662,28.789060525535472,40.59759440582908,0,70,613,0,0,0,0,0.95,2.17,104.67,104,3,2,1,1,0,0.56,1
26,2023-01-03,2,CUST_070,639,0.113,271,17.15454605662813,966,674.5161406693376,32.79438286277522,55.97163020605593,2,99,601,0,0,0,0,0.95,1.61,108.65,206,10,2,1,1,0,0.34,0
27,2023-01-03,2,CUST_020,515,0.274,288,19.817444248529377,531,708.7174137263269,29.589759029452168,42.461328151305466,4,74,700,0,0,0,0,0.95,1.86,107.55,192,5,2,1,1,0,-0.89,0
28,2023-01-03,1,CUST_097,28,0.197,221,24.67278236575727,504,665.978089445624,28.85817920708676,55.50271110755186,2,92,647,0,0,0,0,0.95,2.2,101.34,261,9,2,1,1,0,-0.78,0
29,2023-01-03,1,CUST_088,927,0.212,258,35.89623152585388,1037,693.6230346321652,29.065860372808984,48.905516849190676,3,79,491,0,0,1,4,0.95,3.41,103.1,139,4,2,1,1,1,0.53,0
30,2023-01-03,2,CUST_092,370,0.262,220,26.686147910229675,972,675.9203790030615,31.73563379479839,70.59722032219749,4,84,712,0,0,1,1,0.95,1.5,95.3,376,6,2,1,1,0,0.32,0
31,2023-01-04,1,CUST_058,810,0.297,232,27.331568657522844,810,677.1270364256002,25.88559608675475,51.29474214418481,3,96,566,0,0,0,0,0.95,3,96.34,111,5,3,1,1,0,0.66,0
32,2023-01-04,3,CUST_054,65,0.152,240,15.344354400773502,1052,743.3724883645875,33.506426105362955,64.3565684319768,4,98,556,1,21,1,2,0.95,3.37,104.59,359,7,3,1,1,0,-0.04,0
33,2023-01-04,1,CUST_097,304,0.152,246,35.728855972176454,880,725.055643465272,28.593133957655123,62.36451188086244,1,70,440,1,14,1,2,0.95,2.88,105.24,297,8,3,1,1,1,0.24,0
34,2023-01-04,3,CUST_098,472,0.17,207,29.240383655925072,788,741.452646296569,32.01329962688754,64.54564460579068,2,90,415,0,0,1,4,0.95,2.33,101.1,283,8,3,1,1,0,0.08,0
35,2023-01-04,2,CUST_035,932,0.175,253,29.344457585140162,551,694.586419629669,34.87262200842443,47.02728097095385,2,92,438,0,0,0,0,0.95,2.12,107.95,247,7,3,1,1,1,-0.79,0
36,2023-01-04,1,CUST_016,910,0.249,269,21.684959814693144,514,700.9373992783593,25.27406872847503,48.39692445236816,1,73,555,1,18,0,0,0.95,1.92,101.8,469,8,3,1,1,0,-0.54,0
37,2023-01-04,2,CUST_038,777,0.231,219,16.31075563430105,1043,687.0150530760062,28.375483672693612,47.49503208996621,0,90,413,0,0,0,0,0.95,3.01,99.72,156,4,3,1,1,0,-0.15,0
38,2023-01-04,1,CUST_100,304,0.124,239,31.60961751206174,615,729.5084037124891,25.745611086052943,76.68083761565906,4,75,530,0,0,0,0,0.95,3.23,99.5,158,4,3,1,1,0,-0.89,0
39,2023-01-04,2,CUST_009,70,0.17,235,30.79775701490405,718,723.6130267669757,31.13879619394593,41.33656102887376,2,79,480,1,15,0,0,0.95,3.48,105.97,381,5,3,1,1,1,-0.23,0
40,2023-01-04,1,CUST_095,102,0.268,273,37.549350715280966,997,699.9719536543779,27.179209722643908,73.66632758312122,1,99,766,0,0,0,0,0.95,1.95,98.89,327,7,3,1,1,0,-0.09,0
41,2023-01-05,3,CUST_090,859,0.121,274,34.97826221927046,512,667.0558557998327,34.9670109986529,61.14749587767185,4,70,581,0,0,0,0,0.95,1.62,102.43,406,3,4,1,1,0,0.46,0
42,2023-01-05,3,CUST_057,39,0.228,283,39.128152518787964,983,683.8439158883806,25.61823915360694,71.41047269968237,0,73,533,0,0,0,0,0.95,1.67,106.86,379,5,4,1,1,1,-0.33,1
43,2023-01-05,1,CUST_097,678,0.149,280,34.028741695121084,587,746.7010028844256,28.851569519141155,65.24970152510255,2,99,566,0,0,1,3,0.95,3.43,98.23,137,7,4,1,1,1,-0.21,0
44,2023-01-05,3,CUST_040,480,0.248,208,29.632628094127625,507,716.2678271275471,29.515981493742608,51.76070007455164,2,72,764,0,0,0,0,0.95,3.33,98.38,120,4,4,1,1,0,0.02,0
45,2023-01-05,3,CUST_006,771,0.155,245,39.15588726748065,849,709.6609470734389,30.851530545392777,60.40490418443859,2,100,771,0,0,0,0,0.95,3.4,99.19,446,9,4,1,1,0,0.56,0
46,2023-01-05,2,CUST_003,470,0.289,210,28.315380779751788,838,683.125940563234,32.07533054836874,63.75227201600873,0,87,709,1,7,0,0,0.95,1.83,101.06,167,3,4,1,1,0,-0.97,0
47,2023-01-05,1,CUST_081,458,0.279,292,24.452660190394198,1026,696.0498328155452,31.276260864736827,44.755715339016604,0,86,624,0,0,1,3,0.95,2.12,98.11,161,7,4,1,1,0,0.35,0
48,2023-01-05,1,CUST_079,409,0.215,272,37.04161222122279,997,668.4801590921967,30.812144800434456,44.90424463336702,3,73,573,0,0,0,0,0.95,2.43,97.33,290,4,4,1,1,0,-0.79,0
49,2023-01-05,2,CUST_037,720,0.285,277,32.97427704603595,1082,746.1230839951037,26.74884102744862,61.40801003533213,4,90,566,0,0,0,0,0.95,2.23,98.53,194,7,4,1,1,0,0.12,0
50,2023-01-05,2,CUST_023,199,0.163,260,30.767453359637468,931,695.9329417287191,27.38140337708819,62.44553936228784,4,89,633,0,0,0,0,0.95,2.92,106.92,418,8,4,1,1,0,-0.86,0
51,2023-01-06,1,CUST_001,860,0.105,259,18.64381292933825,921,725.9569446035916,29.417419436642003,60.58244319394231,1,87,698,0,0,0,0,0.95,3.06,96.46,284,6,5,1,1,0,0.68,0
52,2023-01-06,3,CUST_075,808,0.119,229,18.641559010558936,869,653.9495452349047,29.668313116129415,68.20063013392691,0,70,422,1,22,0,0,0.95,2.72,98.36,114,4,5,1,1,0,0.46,0
53,2023-01-06,2,CUST_043,755,0.232,216,17.462517037580316,973,742.6230459558404,28.82581863046061,74.18251198086756,2,70,633,0,0,0,0,0.95,3.19,107.67,213,3,5,1,1,0,0.85,0
54,2023-01-06,2,CUST_083,11,0.286,262,39.32453495618468,861,706.5824860649931,26.164864409508894,50.03237629765147,1,80,789,1,16,0,0,0.95,2.86,103.85,335,8,5,1,1,0,-0.14,0
55,2023-01-06,3,CUST_075,272,0.213,260,27.2409089406001,634,718.2743301081761,29.6652816278956,69.3259877346276,0,70,569,0,0,0,0,0.95,2.41,106.89,324,6,5,1,1,0,-0.26,0
56,2023-01-06,2,CUST_063,841,0.143,238,32.44431228708598,1050,730.7257007327454,27.26061357895059,69.29602287780091,3,70,645,0,0,0,0,0.95,2.96,97.8,355,4,5,1,1,0,0.23,0
57,2023-01-06,3,CUST_021,184,0.223,222,21.362864057588013,996,713.5308288101623,25.606916540087454,57.2355831301313,4,95,446,1,19,1,4,0.95,2.87,98.98,469,8,5,1,1,0,-0.24,0
58,2023-01-06,3,CUST_042,967,0.284,255,31.27480913223894,564,660.3002268644149,28.03783810226727,63.461064132583694,2,88,407,0,0,0,0,0.95,2.53,104.9,148,4,5,1,1,0,-0.23,0
59,2023-01-06,3,CUST_002,70,0.182,274,24.30127068086719,934,731.8586375470153,28.37116866720954,43.65054399931204,1,86,537,0,0,0,0,0.95,2.21,107.29,294,7,5,1,1,0,0.74,0
60,2023-01-06,1,CUST_053,162,0.21,234,18.560230131803554,982,660.0006215292962,32.21598318203892,70.77535342124443,0,73,536,0,0,0,0,0.95,1.56,106.65,470,3,5,1,1,0,0.11,0
61,2023-01-07,2,CUST_002,9,0.219,233,38.49530515675192,529,663.2271869674674,27.648498334123055,66.44728085627659,0,89,510,1,5,0,0,0.95,1.88,109.91,476,8,6,1,1,0,-0.41,0
62,2023-01-07,3,CUST_019,643,0.213,281,18.72009694806246,838,748.0780160708218,27.623270937927735,53.16990815994163,1,93,485,0,0,0,0,0.95,3.03,101.56,372,10,6,1,1,0,0.8,0
63,2023-01-07,2,CUST_071,62,0.278,268,22.674443785561976,932,713.9836470158111,31.941836672751027,46.613041016430714,2,70,630,0,0,0,0,0.95,3.02,103.53,197,9,6,1,1,0,-0.8,0
64,2023-01-07,1,CUST_058,643,0.184,291,27.44676408447531,950,660.6137113837588,29.3161507946855,45.80343873138139,2,86,760,0,0,0,0,0.95,1.58,106.9,251,6,6,1,1,0,-0.91,0
65,2023-01-07,1,CUST_040,457,0.157,297,21.160770535544245,923,695.764851519307,25.79030136472243,60.057024384040886,2,94,605,0,0,1,3,0.95,2.1,99.8,340,6,6,1,1,0,0.4,0
66,2023-01-07,1,CUST_013,796,0.258,205,35.94107591477203,705,685.9261375931599,33.42249972676635,67.32573573528676,1,78,685,1,5,0,0,0.95,2.84,96.21,114,5,6,1,1,0,0.82,0
67,2023-01-07,3,CUST_092,141,0.218,247,35.86537250078004,946,722.9300238845185,27.84031307543382,56.521733323488974,3,76,780,1,10,0,0,0.95,1.69,103.82,231,3,6,1,1,0,0.32,0
68,2023-01-07,2,CUST_004,315,0.216,211,25.65963474139967,659,679.8219251196797,25.759432442141634,63.575772229503684,2,86,476,0,0,0,0,0.95,1.96,108.91,328,8,6,1,1,0,-0.85,0
69,2023-01-07,2,CUST_089,185,0.186,236,32.94998505581949,630,660.3805256521722,27.40063408592919,62.16871260817061,4,81,553,0,0,0,0,0.95,3.1,100.76,294,7,6,1,1,0,0.33,1
70,2023-01-07,3,CUST_061,903,0.12,213,15.329337216341072,846,711.5471010490911,33.13862186796045,72.59920890358735,4,70,665,1,5,1,2,0.95,2.62,97.57,174,8,6,1,1,0,0.1,0
71,2023-01-08,3,CUST_011,864,0.247,221,24.77739672356644,993,691.2097319881937,32.79711185170937,61.07840135712602,4,89,610,0,0,1,1,0.95,3.09,101,410,8,0,1,1,0,-0.82,0
72,2023-01-08,3,CUST_027,903,0.266,298,15.04791665014736,750,672.4761643935896,31.27691740055865,44.112718169023694,1,97,492,0,0,0,0,0.95,2.87,103.7,200,8,0,1,1,0,0.23,0
73,2023-01-08,3,CUST_036,555,0.137,222,32.979737154057176,796,663.2988559383848,27.39601538487212,41.892996192945176,3,78,592,1,9,0,0,0.95,2.63,106.85,478,4,0,1,1,0,-0.21,0
74,2023-01-08,1,CUST_060,159,0.234,257,35.32226893908439,931,713.2199858083138,33.86778113712576,44.30308031603588,0,77,757,0,0,0,0,0.95,2.68,95.77,340,4,0,1,1,0,0.9,0
75,2023-01-08,1,CUST_040,281,0.192,275,25.253280011388807,693,660.3060022021958,34.13056329499472,55.870082793833824,3,81,518,0,0,0,0,0.95,1.73,104.95,273,3,0,1,1,0,0.44,0
76,2023-01-08,2,CUST_052,688,0.224,251,34.28575888119923,702,738.3956365945899,25.103423254108577,41.42572361864329,0,82,585,0,0,0,0,0.95,2.09,105.78,341,4,0,1,1,0,-0.8,0
77,2023-01-08,3,CUST_099,692,0.1,212,17.921253475786106,824,697.7482310364032,30.5939370366643,46.06248773202144,2,73,729,0,0,0,0,0.95,2.31,99.83,315,5,0,1,1,0,-0.51,0
78,2023-01-08,1,CUST_006,881,0.265,261,23.8688286647331,568,696.07855314773,28.267810621255183,50.515830015999626,2,85,416,1,19,1,5,0.95,2.77,95.6,321,7,0,1,1,1,0.21,0
79,2023-01-08,3,CUST_031,99,0.204,289,20.564568516098642,1054,712.3625909868681,32.87660804909807,48.233997276069566,4,81,744,0,0,0,0,0.95,1.52,106.34,142,6,0,1,1,1,-0.9,0
80,2023-01-08,3,CUST_077,68,0.149,201,37.455885563248785,683,669.8508214814808,27.913570656277383,44.91023732668442,2,80,489,0,0,0,0,0.95,2.96,105.62,496,5,0,1,1,0,-0.89,0
81,2023-01-09,1,CUST_062,242,0.229,270,22.861737248118857,692,683.3793442629358,28.31921139562772,62.14096807354274,3,85,417,0,0,0,0,0.95,1.88,106.65,254,5,1,1,1,0,-0.33,0
82,2023-01-09,1,CUST_065,850,0.175,278,23.90131278452266,553,666.5196705474492,33.99594051225081,73.18520114548717,2,94,549,0,0,0,0,0.95,2.44,105.85,300,8,1,1,1,1,0.72,0
83,2023-01-09,1,CUST_034,705,0.278,217,31.218636650905285,1056,697.5650810871897,25.928732768290384,40.85616788770571,4,70,411,0,0,0,0,0.95,2.48,109.31,159,6,1,1,1,0,0.52,0
84,2023-01-09,3,CUST_060,773,0.279,264,20.707286236487413,1018,654.8094143725593,28.183827999887466,45.691926360879286,1,85,732,0,0,0,0,0.95,1.85,95.81,471,8,1,1,1,0,0.01,0
85,2023-01-09,2,CUST_077,334,0.22,294,33.10329204743717,516,746.7867647157367,33.45462341157045,63.19191328916598,1,90,584,1,12,0,0,0.95,2.51,99.67,458,6,1,1,1,0,0.48,1
86,2023-01-09,1,CUST_067,999,0.21,220,15.800862051455105,675,695.3361179129819,26.265574835797015,55.586162650223514,3,84,431,0,0,0,0,0.95,2,95.66,283,7,1,1,1,0,0.97,0
87,2023-01-09,2,CUST_080,978,0.103,279,36.30852064868522,500,653.3149340253818,34.36747301309582,73.10430147544818,1,96,631,1,10,0,0,0.95,2.78,101.62,477,7,1,1,1,0,-0.97,1
88,2023-01-09,1,CUST_050,47,0.128,258,34.77112141170398,837,654.4111407746351,34.247810133266206,74.95045290053497,1,91,541,0,0,0,0,0.95,1.57,101.98,177,6,1,1,1,0,-0.88,0
89,2023-01-09,1,CUST_004,133,0.16,280,34.351703729779906,1056,652.9166361369893,27.190243532409006,76.16588366607618,1,89,684,1,18,0,0,0.95,1.89,107.92,215,8,1,1,1,0,0.93,0
90,2023-01-09,1,CUST_032,245,0.224,286,22.951349252203684,1041,675.6430264508325,31.491544249716014,51.96331342881175,0,77,407,0,0,0,0,0.95,2.71,98.37,452,8,1,1,1,0,-0.83,0
91,2023-01-10,2,CUST_086,234,0.258,232,37.83748225730682,880,719.1516396866751,29.655619135233632,58.407901300217105,4,86,538,0,0,0,0,0.95,2.71,106.39,106,5,2,1,1,0,0.92,0
92,2023-01-10,1,CUST_085,996,0.132,244,35.24161957981974,1096,693.5428782615776,25.148729765822225,54.10122496146462,1,82,717,0,0,0,0,0.95,2.08,100.12,446,9,2,1,1,0,-0.22,0
93,2023-01-10,3,CUST_097,381,0.253,230,24.41663065951945,1009,656.5681775004349,29.565424609353464,42.710029880353446,0,96,751,1,11,0,0,0.95,2.58,106.53,388,6,2,1,1,0,0.43,0
94,2023-01-10,1,CUST_045,942,0.277,200,39.01424671724521,703,669.8028036340431,29.638165322719225,50.3847028032189,4,71,763,0,0,0,0,0.95,2.1,100.36,453,10,2,1,1,0,-0.41,0
95,2023-01-10,1,CUST_036,743,0.268,262,15.51473214436494,691,671.1167858379864,30.90601794739037,46.036732338575504,4,76,437,0,0,1,4,0.95,3.01,104.84,149,3,2,1,1,0,-0.27,0
96,2023-01-10,3,CUST_083,746,0.144,203,38.292800394175124,517,681.7618813539635,28.978492259086558,49.60075396869778,4,80,489,0,0,0,0,0.95,2.06,107.7,341,5,2,1,1,0,-0.5,0
97,2023-01-10,3,CUST_087,255,0.235,218,16.39335863319379,863,672.462435667276,31.437395841006524,67.2453317618362,4,88,783,0,0,1,3,0.95,1.6,95.9,380,5,2,1,1,0,0.95,0
98,2023-01-10,2,CUST_075,665,0.14,200,19.681378933514058,730,683.8836444157752,31.424467045371216,53.79072030135406,4,94,463,0,0,0,0,0.95,2.75,103.5,166,9,2,1,1,0,-0.47,0
99,2023-01-10,1,CUST_098,680,0.148,273,17.196417953247554,538,666.816546671171,33.38185778363348,56.51105679953454,1,99,550,0,0,0,0,0.95,1.81,97.44,364,4,2,1,1,0,0.32,0
100,2023-01-10,3,CUST_026,579,0.251,261,24.14891363613674,864,664.6934853603414,27.629754531998422,70.12880157889697,1,77,506,1,6,0,0,0.95,2.7,108.94,401,5,2,1,1,0,0.87,0
101,2023-01-11,2,CUST_003,473,0.121,218,17.295309723473014,989,719.6191842064195,25.07500217701692,52.01061247006641,0,78,555,0,0,0,0,0.95,2.45,100.87,435,9,3,1,1,0,-0.25,0
102,2023-01-11,3,CUST_098,265,0.224,227,36.896696757185126,933,748.3217315431257,30.574210648672377,66.46899633822265,0,83,727,0,0,0,0,0.95,2.2,102.49,251,4,3,1,1,0,-0.57,0
103,2023-01-11,1,CUST_008,109,0.136,216,36.13428968224048,557,733.3919654377341,27.557789741942013,75.82097264473525,0,75,646,0,0,0,0,0.95,2.41,109.14,180,5,3,1,1,0,-0.37,0
104,2023-01-11,2,CUST_056,18,0.149,215,34.2093219180273,940,669.3307910970475,29.19235932731534,72.0876102047491,4,71,465,0,0,0,0,0.95,1.74,104.85,420,8,3,1,1,0,0.43,0
105,2023-01-11,1,CUST_100,764,0.147,284,36.37204183754058,984,688.9317210570277,27.36647077764409,59.211397875148485,4,75,706,0,0,0,0,0.95,2.09,97.44,439,3,3,1,1,0,0.93,0
106,2023-01-11,1,CUST_026,574,0.227,213,16.047171779278234,935,665.7852841162413,31.167928038356422,64.43126279535977,1,75,664,0,0,0,0,0.95,3.35,97.46,292,8,3,1,1,0,0.69,0
107,2023-01-11,2,CUST_020,143,0.245,284,23.105081899553234,973,669.8997815081399,32.700832179887286,74.36129175565631,3,73,514,0,0,0,0,0.95,2.23,100.72,196,4,3,1,1,1,-0.5,0
108,2023-01-11,3,CUST_004,788,0.222,250,15.730583371000005,895,748.8400617095941,34.900214266592926,54.558860610187956,4,76,768,0,0,0,0,0.95,1.95,108.58,240,9,3,1,1,0,-0.65,0
109,2023-01-11,2,CUST_007,271,0.286,260,22.811964250817205,535,692.8642651711783,27.559516593363394,47.47397430071944,0,79,626,0,0,1,2,0.95,3.3,103.65,397,3,3,1,1,0,0.51,0
110,2023-01-11,2,CUST_068,230,0.198,255,31.155944297821197,1057,717.1246633264683,30.44444776477427,41.76074586711947,2,99,558,1,10,0,0,0.95,1.67,102.56,195,6,3,1,1,0,-0.46,0
111,2023-01-12,1,CUST_032,13,0.29,293,24.68910305483443,1028,681.7606785816428,29.473836136605268,46.63315314295851,3,90,600,0,0,0,0,0.95,2.28,101.66,223,8,4,1,1,0,-0.85,0
112,2023-01-12,2,CUST_008,917,0.203,246,26.607463781318824,642,682.0741551295035,25.67951005122198,55.73220327195686,3,73,492,1,6,1,3,0.95,2.77,96,472,4,4,1,1,0,-0.1,0
113,2023-01-12,3,CUST_057,807,0.267,244,23.74692200896436,537,663.1818588763099,27.716553713062904,74.608763331427,2,80,566,0,0,0,0,0.95,3.49,103.32,368,6,4,1,1,0,-0.31,0
114,2023-01-12,1,CUST_061,569,0.116,297,37.21561090324076,546,716.3213773973815,30.23947743642595,74.67231724513823,0,72,796,0,0,0,0,0.95,2.45,97.17,311,5,4,1,1,0,-0.07,0
115,2023-01-12,3,CUST_026,510,0.209,238,16.82591071720251,604,673.3069422498689,34.17642115590161,42.9701412145212,0,74,708,1,21,0,0,0.95,2.16,109.3,478,6,4,1,1,0,-0.08,0
116,2023-01-12,1,CUST_010,142,0.222,299,26.893442608636445,1095,717.2252436991182,25.901699387918526,76.98349639280535,4,75,620,0,0,0,0,0.95,3.36,98.22,400,8,4,1,1,1,-0.07,0
117,2023-01-12,2,CUST_080,172,0.182,209,32.72422131945349,915,682.2573583045532,34.05077578529623,70.29165962671098,2,94,632,1,20,0,0,0.95,1.85,105.44,101,4,4,1,1,0,-0.27,0
118,2023-01-12,2,CUST_089,868,0.292,216,17.970378863882658,953,719.1853336462141,32.41988754492659,48.61278168745156,0,78,401,1,6,0,0,0.95,1.64,100.5,287,5,4,1,1,0,0.26,0
119,2023-01-12,1,CUST_086,207,0.242,212,17.371858222261057,871,686.7520314070807,26.67518128840395,57.32769537849439,0,74,756,0,0,0,0,0.95,1.66,101.57,104,5,4,1,1,0,-0.23,1
120,2023-01-12,3,CUST_081,865,0.251,211,33.973237626757054,962,678.7259972889467,32.25786829842155,60.9976504398219,0,72,700,1,19,0,0,0.95,2.62,99.25,114,4,4,1,1,0,-0.13,0
121,2023-01-13,3,CUST_061,701,0.218,221,29.444101445845014,543,676.2216897079755,29.791581835441434,58.53578714971649,0,78,609,0,0,0,0,0.95,1.8,101.7,209,4,5,1,1,0,-0.56,1
122,2023-01-13,2,CUST_068,792,0.26,289,38.30806785450396,709,711.9858284244249,25.826546936181856,43.3707075953882,2,87,742,0,0,0,0,0.95,2.39,96.07,264,7,5,1,1,1,-0.87,0
123,2023-01-13,2,CUST_015,577,0.209,290,27.88696789058217,1006,665.025406965476,27.395707084864625,53.219343716705936,2,71,764,1,11,0,0,0.95,3.17,105.52,445,3,5,1,1,0,0.88,0
124,2023-01-13,1,CUST_067,589,0.113,285,38.833066969147396,747,670.2670893782919,34.06147806743004,41.84764325212873,0,85,642,0,0,0,0,0.95,3.49,97.53,235,5,5,1,1,0,-0.52,0
125,2023-01-13,1,CUST_073,693,0.216,234,21.347932074760514,1061,684.5078106494174,33.715307008946326,64.20211847283343,2,86,656,0,0,1,3,0.95,2.02,107.81,351,8,5,1,1,0,-0.76,0
126,2023-01-13,3,CUST_071,148,0.128,239,19.39679747908069,591,740.0288930946816,25.917424968629117,58.88704556781132,1,76,632,0,0,0,0,0.95,2.32,103.17,212,9,5,1,1,0,-0.15,0
127,2023-01-13,1,CUST_011,886,0.2,234,29.58567171479655,591,746.6998608897939,29.845047804638405,49.4079051853684,3,74,575,0,0,0,0,0.95,2.15,100.02,404,7,5,1,1,0,-0.46,0
128,2023-01-13,3,CUST_066,379,0.29,275,24.60244033940954,638,662.8820952164128,32.34124139855847,73.58705665687994,3,84,407,1,19,0,0,0.95,2.18,109.86,133,6,5,1,1,0,-0.53,0
129,2023-01-13,3,CUST_034,611,0.198,299,19.5368482874379,869,650.613912295034,30.70432811191049,65.40568336331478,2,75,597,0,0,0,0,0.95,2.08,102.01,300,3,5,1,1,0,-0.31,0
130,2023-01-13,2,CUST_096,422,0.27,287,34.545360827870184,503,678.8212120737544,29.441738398193806,46.380682302052904,3,77,584,0,0,0,0,0.95,2.92,106.86,164,6,5,1,1,0,-0.67,1
131,2023-01-14,2,CUST_086,388,0.13,274,31.54820797140074,1000,697.3558547472221,26.69070545200687,52.215905717872616,2,91,697,0,0,1,3,0.95,3.37,99.94,119,7,6,1,1,0,-0.05,0
